,artist,name song,num reproduction,time duration
0,Kanye West,Flashing Lights,1715995076,3:57
1,Kanye West,ALL THE LOVE (feat. Andre Troutman),37302678,3:49
2,Kanye West,FATHER (feat. Travis Scott),37921007,2:49
3,Kanye West,Heartless,1962666676,3:31
4,Kanye West,All Falls Down,1060514129,3:43
5,Kanye West,Can't Tell Me Nothing,970703301,4:31
6,Kanye West,Runaway,1148785608,9:07
7,Kanye West,Stronger,1780039093,5:11
8,Kanye West,Homecoming,1043537554,3:23
9,Kanye West,I Wonder,1132512469,4:03
