,artist,name song,num reproduction,time duration
0,Motorama,Heavy Wave,29447326,3:29
1,Motorama,Ghost,15025092,3:42
2,Motorama,Alps,12043229,4:07
3,Motorama,Wind in Her Hair,11851942,4:41
4,Motorama,Red Drop,7588444,3:31
5,Motorama,One Moment,4363384,3:51
6,Motorama,To the South,6712349,2:41
7,Motorama,Tell Me,5390958,2:39
8,Motorama,No More Time,5138338,3:15
9,Motorama,Empty Bed,2961610,3:28
