,artist,name song,num reproduction,time duration
0,Kings of Leon,Sex on Fire,2099872791,3:23
1,Kings of Leon,Use Somebody,1238165105,3:50
2,Kings of Leon,Pyro,369974523,4:10
3,Kings of Leon,Wait for Me,194985350,3:30
4,Kings of Leon,Closer,313470392,3:57
5,Kings of Leon,Back Down South,117959693,4:01
6,Kings of Leon,Revelry,152429240,3:21
7,Kings of Leon,Bowery (feat. Kings of Leon),38988780,3:35
8,Kings of Leon,WALLS,176981279,5:29
9,Kings of Leon,Comeback Story,70537447,3:59
