,artist,name song,num reproduction,time duration
0,Hocico,Sex Sick,1943145,5:08
1,Hocico,Fed Up,3188313,4:41
2,Hocico,Und die Engel singen - Alas Caidas Remix by Hocico,644764,4:17
3,Hocico,I Want to Go to Hell,2137045,4:38
4,Hocico,Hey Tú!,237172,4:12
5,Hocico,Dark Paradigm,59130,6:02
6,Hocico,Dead Trust,1190953,5:38
7,Hocico,Ecos,2409983,5:57
8,Hocico,Obscured,1513595,4:41
9,Hocico,Bite Me!,1375112,5:28
