,artist,name album,year,type_disc
0,Hapax,A Different Blue (The Coventry Remix),2021,Sencillo
1,Hapax,Silvery Track,2021,Sencillo
2,Hapax,Exile,2021,EP
3,Hapax,Doctrina Hapax Remix,2021,Sencillo
4,Hapax,Monade,2019,Álbum
5,Hapax,Shining Lover,2019,Sencillo
6,Hapax,Cave,2016,Álbum
7,Hapax,Stream of Consciousness,2014,Álbum
