categoria,sub_categoria,nombre_product,sku,url_general,url_product,price_original,precio_oferta,promo_producto,type_promo_by_product,bonus_product,type_bonus_by_product,time_update
Jugos y bebidas,Agua,Bebida con Jugo Boing sabor Manzana 125 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwfae8e650/images/product/0019836100778_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-con-jugo-boing-sabor-manzana-125-ml/11086045.html,$5.30,vacio,vacio,vacio,Gratis con 60 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Mineral Ciel 6 Pack Lata 355 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwf657d3d1/images/product/7501055365647_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-ciel-6-pack-lata-355-ml/11425278.html,$114.00,vacio,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo sabor Té Negro de Limón Tang 11 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwf9b6f45e/images/product/7622202842863_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-sabor-te-negro-de-limon-tang-11-g/11925722.html,$7.50,vacio,vacio,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Piña Colada 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw54855625/images/product/7503032460154_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-pina-colada-13-g/11585514.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo para Bebida Zuko Light Manzana 7 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw6d0d38ff/images/product/7503045425386_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-para-bebida-zuko-light-manzana-7-g/11886960.html,$6.90,vacio,20% en Dinero electrónico,vacio,Gratis con 45 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Bonafont Kids Agua con Jugo Natural de Naranja 6 pack de 300 ml chupón,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw9ed29754/images/product/0758104005994_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bonafont-kids-agua-con-jugo-natural-de-naranja-6-pack-de-300-ml-chupon/2177136.html,$55.90,vacio,20% en Dinero electrónico,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Bebida de Aloe Vitaloe con trocitos de Sabila 500 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw921f4342/images/product/7506192507561_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-de-aloe-vitaloe-con-trocitos-de-sabila-500-ml/11495715.html,$16.60,$13.00,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Melón 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw04855bd2/images/product/7503032460147_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-melon-13-g/11585483.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Natural Ciel 1 Lt,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw15cd23b5/images/product/7501055310883_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-natural-ciel-1-lt/1226131.html,$11.00,vacio,4 x 3,vacio,Gratis con 100 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Mineral Topo Chico con Twist sabor Limón 600 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw299d7400/images/product/0021136110180_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-topo-chico-con-twist-sabor-limon-600-ml/11532022.html,$23.50,vacio,vacio,vacio,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Tamarindo 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw613b7202/images/product/7503032460123_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-tamarindo-13-g/11585513.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Bonafont Kids con Jugo Natural Sabor Manzana 6 Pack 300 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw30af0290/images/product/0758104006083_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-bonafont-kids-con-jugo-natural-sabor-manzana-6-pack-300-ml/11346553.html,$51.90,vacio,20% en Dinero electrónico,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Bebida de Aloe Vitaloe con Trocitos de Sabila 320 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw9a926dbb/images/product/7506192506816_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-de-aloe-vitaloe-con-trocitos-de-sabila-320-ml/11342499.html,$13.80,$11.00,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Naranja 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwebf7cc61/images/product/7503032460055_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-naranja-13-g/11585479.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Natural Bonafont 2 L,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw17bb50b9/images/product/0758104001972_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-natural-bonafont-2-l/2067468.html,$21.50,vacio,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo sabor Té Negro de Durazno Tang 11 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwaba24871/images/product/7622202842757_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-sabor-te-negro-de-durazno-tang-11-g/11925712.html,$7.50,vacio,vacio,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo sabor Mango Tang 11 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw7ce12f34/images/product/7622202841828_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-sabor-mango-tang-11-g/11925721.html,$7.50,vacio,vacio,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Bebida Bonafont Aguas Frescas sabor Tamarindo 1.4 L,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwb51e2f8d/images/product/0758104007936_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-bonafont-aguas-frescas-sabor-tamarindo-1.4-l/11562942.html,$22.50,$17.90,20% en Dinero electrónico,vacio,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Mineral de Manantial Garci Crespo Botella 275 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwdab2ac8d/images/product/7501022013106_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-de-manantial-garci-crespo-botella-275-ml/11434279.html,$23.50,vacio,3 x 2,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Agua Saborizada Be Light Manzana 1 Lt,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwaba899ef/images/product/7501022015957_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-saborizada-be-light-manzana-1-lt/11869973.html,$15.60,vacio,vacio,vacio,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Fresa 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw00cc1479/images/product/7503032460109_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-fresa-13-g/11585511.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Bebida con Jugo Boing sabor Mango 125 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwb49a117a/images/product/0019836100754_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-con-jugo-boing-sabor-mango-125-ml/11086071.html,$5.30,vacio,vacio,vacio,Gratis con 60 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo sabor Jamaica Tang 11 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwa45a22de/images/product/7622202841767_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-sabor-jamaica-tang-11-g/11925711.html,$7.50,vacio,vacio,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Para Bebida Splenda Maracuyá 7 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwb3e4f567/images/product/722776005699_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-para-bebida-splenda-maracuya-7-g/11753456.html,$8.50,vacio,20% en Dinero electrónico,vacio,Gratis con 45 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
