categoria,sub_categoria,nombre_product,sku,url_general,url_product,price_original,precio_oferta,promo_producto,type_promo_by_product,bonus_product,type_bonus_by_product,time_update
Jugos y bebidas,Refrescos,Refresco Manzanita Sol Botella 2.50 L,7501022015551_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-manzanita-sol-botella-2.50-l/11803354.html,39.00,0.0,4 x 3,,Gratis con 400 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Sin Azúcar 8 Pack Lata 235 ml,7501055349913_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-sin-azucar-8-pack-lata-235-ml/11079055.html,145.00,0.0,20% en Dinero electrónico,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Topo Chico 1.5 lts,0021136010480_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-topo-chico-1.5-lts/1001405.html,34.90,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca-Cola 1 L Botella,7501055302451_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-1-l-botella/598231.html,31.90,0.0,20% en Dinero electrónico,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Topo Chico 6 Pack PET 600 ml,0021136663426_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-topo-chico-6-pack-pet-600-ml/2169759.html,139.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Canada Dry 2 L Botella,7501198333565_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-canada-dry-2-l-botella/559891.html,22.90,0.0,3 x 2,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Black sin Azúcar 600 ml,7501022013052_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-black-sin-azucar-600-ml/11425966.html,17.50,0.0,4 x 3,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Peñafiel Twist Limón 600 ml,7501073831469_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-penafiel-twist-limon-600-ml/1239284.html,21.90,0.0,,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Original 6 Pack Lata 355 ml,7501055365333_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-original-6-pack-lata-355-ml/11425252.html,140.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Black Botella 2.50 L,7501022015414_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-black-botella-2.50-l/11772430.html,43.90,0.0,4 x 3,,Gratis con 400 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
