,artist,name song,num reproduction,time duration
0,Linea Aspera,Synapse,7464611,4:16
1,Linea Aspera,Attica,2054684,3:38
2,Linea Aspera,Eviction,3204270,4:03
3,Linea Aspera,Malarone,3003152,4:11
4,Linea Aspera,Fer-De-Lance,1743070,3:52
5,Linea Aspera,Reunion,1161786,3:45
6,Linea Aspera,Hinterland,1138669,3:48
7,Linea Aspera,Lamanai,1214756,3:58
8,Linea Aspera,Solar Flare,810671,5:45
9,Linea Aspera,Redshift,477806,4:11
