,artist,name song,num reproduction,time duration
0,Hapax,Vitriol,757567,4:31
1,Hapax,Truth or Lie,477911,3:46
2,Hapax,Hands,290263,3:27
3,Hapax,Parallel Words,277193,4:15
4,Hapax,Survive the Night,140852,5:03
5,Hapax,Elegy,171196,4:43
6,Hapax,Cave,90223,3:40
7,Hapax,Desert,139293,4:30
8,Hapax,Silvery Track,54835,4:26
9,Hapax,Exile,75006,4:02
