,artist,name song,num reproduction,time duration
0,Tyga,Girl You Loud,219502124,3:33
1,Tyga,Taste (feat. Offset),1564299763,3:49
2,Tyga,Ayo,709360700,3:45
3,Tyga,Loco Contigo (feat. J. Balvin & Tyga),966659177,3:05
4,Tyga,Juicy,423036062,3:23
5,Tyga,Rack City,431463353,3:28
6,Tyga,Lights Out (feat. Fat Trel),58682034,4:46
7,Tyga,What I Like (with Moliy Ayetian & Tyga),9253591,2:36
8,Tyga,Chosen (feat. Ty Dolla $ign),467362841,2:41
9,Tyga,Ice Cream Man,290824639,3:06
